,treino,previsto
gamma1,[0.26472725338019576],[0.26532185077667236]
gamma2,[0.27283011652347666],[0.2630273699760437]
gamma3,[0.07427986373631945],[0.07762294262647629]
gamma4,[0.7315481986397349],[0.7271296381950378]
JXX,[-0.5926591051578969],[-0.5719242691993713]
JXY,[-0.814613156303337],[-0.8245553374290466]
JXZ,[0.3189600046665215],[0.31486958265304565]
JYX,[0.17225884362757293],[0.16585463285446167]
JYY,[0.26881842145966495],[0.2529182732105255]
JYZ,[-0.29030610911584054],[-0.2594507038593292]
JZX,[-0.0974703196240907],[-0.08206126093864441]
JZY,[0.7767386580946491],[0.7414057850837708]
JZZ,[0.635838140646408],[0.641092836856842]
