,treino,previsto
gamma1,[0.6842331280769555],[0.6606684327125549]
gamma2,[0.39667364503301394],[0.35926419496536255]
gamma3,[0.7775165878901124],[0.705617368221283]
gamma4,[0.11839956986543854],[0.12882357835769653]
JXX,[-0.7863429245966886],[-0.7532283663749695]
JXY,[0.40517104797371095],[0.4067624807357788]
JXZ,[0.30408404062855077],[0.31142956018447876]
JYX,[0.8807047791322358],[0.8232113718986511]
JYY,[-0.4577695468793537],[-0.4316166639328003]
JYZ,[-0.48844897313392166],[-0.4651135504245758]
JZX,[0.4681187282893935],[0.42875680327415466]
JZY,[0.3169000364801515],[0.2908605933189392]
JZZ,[-0.39402405222328984],[-0.3630642592906952]
