,treino,previsto
gamma1,[0.9656464075038401],[0.8965590596199036]
gamma2,[0.6626277675625857],[0.6234090924263]
gamma3,[0.5405812068681397],[0.5429266691207886]
gamma4,[0.3879011757932824],[0.33436790108680725]
JXX,[-0.8193202914613009],[-0.7070690393447876]
JXY,[0.9012671291268881],[0.8475619554519653]
JXZ,[-0.7000578940080291],[-0.6291185021400452]
JYX,[0.47874074135255906],[0.4201371967792511]
JYY,[0.6824847918698727],[0.6662764549255371]
JYZ,[0.49427390372409374],[0.37494152784347534]
JZX,[-0.39612480866150146],[-0.3287474513053894]
JZY,[-0.2967521262767605],[-0.35645344853401184]
JZZ,[0.44372522715230645],[0.4599009156227112]
