,treino,previsto
gamma1,[0.26472725338019576],[0.26490333676338196]
gamma2,[0.27283011652347666],[0.2304091453552246]
gamma3,[0.07427986373631945],[0.09003745019435883]
gamma4,[0.7315481986397349],[0.6734826564788818]
JXX,[-0.5926591051578969],[-0.4825134575366974]
JXY,[-0.814613156303337],[-0.8778536319732666]
JXZ,[0.3189600046665215],[0.2990286946296692]
JYX,[0.17225884362757293],[0.14353007078170776]
JYY,[0.26881842145966495],[0.21025030314922333]
JYZ,[-0.29030610911584054],[-0.15672050416469574]
JZX,[-0.0974703196240907],[-0.07129182666540146]
JZY,[0.7767386580946491],[0.6264525055885315]
JZZ,[0.635838140646408],[0.6489860415458679]
