,treino,previsto
gamma1,[0.6812220765393857],[0.6748186349868774]
gamma2,[0.5363810274705547],[0.512915313243866]
gamma3,[0.8462927828514535],[0.8204575181007385]
gamma4,[0.22458305043747517],[0.2386888861656189]
JXX,[-0.6008225872917998],[-0.6268588304519653]
JXY,[0.23010520368993959],[0.26056554913520813]
JXZ,[-0.7857793521751026],[-0.8302716016769409]
JYX,[0.8103557816972058],[0.7621104121208191]
JYY,[-0.6158465411883403],[-0.6821478009223938]
JYZ,[-0.07755771611098128],[-0.09254750609397888]
JZX,[0.5424739695589225],[0.5840405821800232]
JZY,[0.8158004931533465],[0.7959212064743042]
JZZ,[0.16443652246127072],[0.14197103679180145]
