,treino,previsto
gamma1,[0.2360563634962105],[0.22696271538734436]
gamma2,[0.0031806306102971638],[0.04665350541472435]
gamma3,[0.3710466916321078],[0.3219926953315735]
gamma4,[0.5853624971821242],[0.41224485635757446]
JXX,[-0.6701010403336041],[-0.6355611681938171]
JXY,[0.3795338484351347],[0.44264236092567444]
JXZ,[0.26999988080944126],[0.28300219774246216]
JYX,[-0.04179905588509758],[-0.09039105474948883]
JYY,[-0.5679713042121943],[-0.551851749420166]
JYZ,[0.5852667164004928],[0.5547575950622559]
JZX,[0.6157086039068553],[0.4482300579547882]
JZY,[0.02491247927518625],[0.020443417131900787]
JZZ,[0.010168306940023353],[-0.05086402967572212]
