,treino,previsto
gamma1,[0.4336456836623859],[0.40876302123069763]
gamma2,[0.06985542357461894],[0.0909949541091919]
gamma3,[0.09071301334386506],[0.082943394780159]
gamma4,[0.42451918914251396],[0.36431485414505005]
JXX,[-0.35233447033367526],[-0.2819686830043793]
JXY,[-0.6983016521509962],[-0.7214720845222473]
JXZ,[0.3018689460797075],[0.327970951795578]
JYX,[-0.8551274266649145],[-0.834940493106842]
JYY,[0.0717640086133784],[0.09979300945997238]
JYZ,[-0.2686221661748289],[-0.18661868572235107]
JZX,[-0.8840021504505864],[-0.9358405470848083]
JZY,[0.014871466378840514],[-0.03844715282320976]
JZZ,[-0.9250086831160302],[-0.8837285041809082]
