,treino,previsto
gamma1,[0.9611529205785535],[0.9188027381896973]
gamma2,[0.9852826642769212],[0.9751641154289246]
gamma3,[0.17169147629264714],[0.1543663591146469]
gamma4,[0.12275766603831817],[0.12881548702716827]
JXX,[0.8559831317553486],[0.8581780791282654]
JXY,[-0.6539462199039121],[-0.6381785273551941]
JXZ,[0.9412578465756445],[0.9078556299209595]
JYX,[-0.5237824485830533],[-0.5193769335746765]
JYY,[-0.07049588397328099],[-0.051910486072301865]
JYZ,[0.7955231915539118],[0.7991930246353149]
JZX,[-0.28845257802171864],[-0.23952710628509521]
JZY,[0.016102540300439783],[0.029015501961112022]
JZZ,[-0.676948428038167],[-0.6756712794303894]
