,treino,previsto
gamma1,[0.13021302275975688],[0.17239005863666534]
gamma2,[0.5313147518470183],[0.3916451632976532]
gamma3,[0.21390753049174072],[0.20016449689865112]
gamma4,[0.29465675376336253],[0.3321443200111389]
JXX,[-0.48198301656905285],[-0.2621830999851227]
JXY,[0.37051598592907387],[0.4524257779121399]
JXZ,[0.36816383603222147],[0.34647080302238464]
JYX,[0.6986723227798604],[0.6289287805557251]
JYY,[-0.6285516522525292],[-0.5625000596046448]
JYZ,[-0.5388827820690638],[-0.5970299243927002]
JZX,[-0.7056801636631644],[-0.678983747959137]
JZY,[-0.5496741288757747],[-0.5748772025108337]
JZZ,[0.4680472044255459],[0.4450085461139679]
