,treino,previsto
gamma1,[0.966730948165597],[0.954849123954773]
gamma2,[0.8038946734021046],[0.728679895401001]
gamma3,[0.41903060141150406],[0.4086478650569916]
gamma4,[0.8718372477591566],[0.8378502130508423]
JXX,[0.16151432986791336],[0.15904787182807922]
JXY,[-0.5885520020378399],[-0.6583954095840454]
JXZ,[0.28393873546227],[0.25688475370407104]
JYX,[0.8929708779032515],[0.8640031814575195]
JYY,[-0.9175870687900451],[-0.8809856176376343]
JYZ,[-0.10120076827109403],[-0.12300620973110199]
JZX,[-0.2931088962646198],[-0.3222680687904358]
JZY,[-0.4241611986546143],[-0.4364660084247589]
JZZ,[0.7538488993092554],[0.7396702766418457]
