,treino,previsto
gamma1,[0.5137132085026757],[0.5180418491363525]
gamma2,[0.989492910377551],[0.9993831515312195]
gamma3,[0.6935102614314381],[0.7027204036712646]
gamma4,[0.37842657112328093],[0.37176409363746643]
JXX,[-0.1829282414910125],[-0.17283962666988373]
JXY,[0.0839440182091924],[0.10479867458343506]
JXZ,[0.7240732329585464],[0.7134543061256409]
JYX,[-0.6466687116091123],[-0.6847668290138245]
JYY,[-0.5496809588437066],[-0.541315495967865]
JYZ,[-0.9418054934637778],[-0.9188398122787476]
JZX,[-0.7666989331142724],[-0.758262038230896]
JZY,[-0.9823887482258662],[-0.9872211813926697]
JZZ,[-0.6866193298332723],[-0.6828206181526184]
