,treino,previsto
gamma1,[0.039740932475050506],[0.044287532567977905]
gamma2,[0.17677089786513922],[0.165851429104805]
gamma3,[0.034987875506352184],[0.03001866489648819]
gamma4,[0.43946128473533685],[0.44864505529403687]
JXX,[-0.8504124862537785],[-0.8751603960990906]
JXY,[0.5320014716444283],[0.49939706921577454]
JXZ,[0.944187335187751],[0.9711575508117676]
JYX,[-0.16941362221762857],[-0.17190921306610107]
JYY,[0.889752232974109],[0.9027683734893799]
JYZ,[-0.1410672442944536],[-0.11662536859512329]
JZX,[0.24322790321746246],[0.2394869178533554]
JZY,[0.8389083130549975],[0.812388002872467]
JZZ,[-0.5924918257624066],[-0.6025166511535645]
