,treino,previsto
gamma1,[0.45594588118356716],[0.4257548153400421]
gamma2,[0.047887516459941715],[0.04775598272681236]
gamma3,[0.9329624000750505],[0.9983165860176086]
gamma4,[0.9470780060029439],[1.0307432413101196]
JXX,[-0.7086614897917394],[-0.8732774257659912]
JXY,[-0.0901459909719573],[-0.1932261884212494]
JXZ,[0.5415676113180443],[0.5206770300865173]
JYX,[0.4110264538680559],[0.4938490688800812]
JYY,[0.4639179460665115],[0.33967599272727966]
JYZ,[-0.1329711302091925],[-0.09429298341274261]
JZX,[0.6000409142668555],[0.5749372839927673]
JZY,[0.0658028292851427],[0.10784034430980682]
JZZ,[-0.8396925816429961],[-0.8889506459236145]
