,treino,previsto
gamma1,[0.029797219438070344],[0.029148533940315247]
gamma2,[0.21863797480360336],[0.2137133628129959]
gamma3,[0.5053552881033624],[0.5135773420333862]
gamma4,[0.026535969683863625],[0.031013619154691696]
JXX,[0.2788535969157675],[0.2758912742137909]
JXY,[-0.9499784895546661],[-0.9512965083122253]
JXZ,[-0.4499413632617615],[-0.4519471824169159]
JYX,[-0.5535785237023545],[-0.5601497888565063]
JYY,[0.4729424283280248],[0.46988314390182495]
JYZ,[0.3533989748458226],[0.35435616970062256]
JZX,[0.7843591354096908],[0.7761083841323853]
JZY,[-0.8261223347411677],[-0.8406292796134949]
JZZ,[-0.15615636062945915],[-0.1484214961528778]
