,treino,previsto
gamma1,[0.47149733572375285],[0.47227323055267334]
gamma2,[0.83833102010331],[0.8575634360313416]
gamma3,[0.9959490901086114],[0.9410094022750854]
gamma4,[0.5725822051460012],[0.5693079829216003]
JXX,[-0.1579107714267074],[-0.17451049387454987]
JXY,[0.12982945963868775],[0.11688920855522156]
JXZ,[0.1162808953521044],[0.15602809190750122]
JYX,[0.17770025530371414],[0.1865330934524536]
JYY,[0.6015631527261587],[0.5785693526268005]
JYZ,[0.9337535631262239],[0.9471452832221985]
JZX,[0.34522097948514796],[0.3375351130962372]
JZY,[0.6176103665600245],[0.5634689331054688]
JZZ,[0.14054965261621977],[0.14212428033351898]
