,treino,previsto
gamma1,[0.20136711521936546],[0.1736527383327484]
gamma2,[0.8194173185392594],[0.7668128609657288]
gamma3,[0.6529689056798653],[0.6439723968505859]
gamma4,[0.1474309569583241],[0.141878142952919]
JXX,[-0.047683475541308695],[-0.1354982852935791]
JXY,[0.2604381086377703],[0.26282140612602234]
JXZ,[-0.19207806086305412],[-0.1348343789577484]
JYX,[0.8400480253526539],[0.8053944706916809]
JYY,[-0.9662967591954601],[-0.9353269338607788]
JYZ,[0.9752211014725047],[0.9539709091186523]
JZX,[0.40822888780668243],[0.36728382110595703]
JZY,[0.6079899762951007],[0.5889995098114014]
JZZ,[0.6062115991790376],[0.5837618112564087]
