,treino,previsto
gamma1,[0.26472725338019576],[0.26522454619407654]
gamma2,[0.27283011652347666],[0.25246816873550415]
gamma3,[0.07427986373631945],[0.08137615025043488]
gamma4,[0.7315481986397349],[0.7155864834785461]
JXX,[-0.5926591051578969],[-0.5471379160881042]
JXY,[-0.814613156303337],[-0.8387694954872131]
JXZ,[0.3189600046665215],[0.3095443546772003]
JYX,[0.17225884362757293],[0.15842236578464508]
JYY,[0.26881842145966495],[0.23827692866325378]
JYZ,[-0.29030610911584054],[-0.2264571487903595]
JZX,[-0.0974703196240907],[-0.072129987180233]
JZY,[0.7767386580946491],[0.7037609219551086]
JZZ,[0.635838140646408],[0.6455464959144592]
