,treino,previsto
gamma1,[0.9928062363216612],[0.9929968118667603]
gamma2,[0.9285407455267378],[0.8899751901626587]
gamma3,[0.9383085490615657],[0.9392814040184021]
gamma4,[0.05438971809425153],[0.03363937512040138]
JXX,[-0.45701777348010886],[-0.46553894877433777]
JXY,[0.08381318894888312],[0.05771325156092644]
JXZ,[0.41626068745402045],[0.426198273897171]
JYX,[0.917191422295486],[0.8983464241027832]
JYY,[-0.2618426626154975],[-0.2694525122642517]
JYZ,[0.06558319034107951],[0.09923749417066574]
JZX,[-0.2505554106105863],[-0.24782131612300873]
JZY,[0.1001806372651497],[0.10241775214672089]
JZZ,[0.6830199055618982],[0.723066508769989]
