,treino,previsto
gamma1,[0.26472725338019576],[0.2650481164455414]
gamma2,[0.27283011652347666],[0.24175554513931274]
gamma3,[0.07427986373631945],[0.08546570688486099]
gamma4,[0.7315481986397349],[0.6974608302116394]
JXX,[-0.5926591051578969],[-0.5169652104377747]
JXY,[-0.814613156303337],[-0.8558982610702515]
JXZ,[0.3189600046665215],[0.30435460805892944]
JYX,[0.17225884362757293],[0.1513066440820694]
JYY,[0.26881842145966495],[0.22383713722229004]
JYZ,[-0.29030610911584054],[-0.1923774927854538]
JZX,[-0.0974703196240907],[-0.06805223971605301]
JZY,[0.7767386580946491],[0.6655965447425842]
JZZ,[0.635838140646408],[0.648347795009613]
