,treino,previsto
gamma1,[0.7406551989400061],[0.7207509279251099]
gamma2,[0.6621666555152632],[0.6791203618049622]
gamma3,[0.13657852434493012],[0.14092984795570374]
gamma4,[0.5356617475477887],[0.5353455543518066]
JXX,[-0.9754435052040491],[-0.9832968711853027]
JXY,[-0.7752022778395284],[-0.762366771697998]
JXZ,[-0.21432527689851488],[-0.1845981925725937]
JYX,[0.3677285469065339],[0.3430331349372864]
JYY,[-0.7226181335707385],[-0.7485647201538086]
JYZ,[-0.7751128742812254],[-0.7821514010429382]
JZX,[-0.5363952858520995],[-0.5485038757324219]
JZY,[0.5151849707900231],[0.49722182750701904]
JZZ,[-0.7051975580794432],[-0.6917386651039124]
