,treino,previsto
gamma1,[0.23433096104669637],[0.04553031921386719]
gamma2,[0.9956448355104628],[-0.4368227422237396]
gamma3,[0.47026350752244794],[0.3134944438934326]
gamma4,[0.8364614512743888],[0.7043771147727966]
JXX,[-0.5240707458162173],[-0.024708766490221024]
JXY,[0.08845845059190371],[2.1118016242980957]
JXZ,[-0.2600896669038415],[0.283738911151886]
JYX,[0.20784007719238895],[-2.078733205795288]
JYY,[0.25144060821610803],[0.1951729953289032]
JYZ,[-0.8689422815203738],[-0.097929947078228]
JZX,[-0.9736640168902517],[-0.539959192276001]
JZY,[0.67493816419292],[0.691173255443573]
JZZ,[-0.4812919713439847],[-2.1322224140167236]
