,treino,previsto
gamma1,[0.9611529205785535],[0.8757539391517639]
gamma2,[0.9852826642769212],[0.9568741321563721]
gamma3,[0.17169147629264714],[0.13664959371089935]
gamma4,[0.12275766603831817],[0.13388608396053314]
JXX,[0.8559831317553486],[0.8571411967277527]
JXY,[-0.6539462199039121],[-0.6203601360321045]
JXZ,[0.9412578465756445],[0.8707644939422607]
JYX,[-0.5237824485830533],[-0.5126035809516907]
JYY,[-0.07049588397328099],[-0.032208967953920364]
JYZ,[0.7955231915539118],[0.8000134825706482]
JZX,[-0.28845257802171864],[-0.19105049967765808]
JZY,[0.016102540300439783],[0.045051634311676025]
JZZ,[-0.676948428038167],[-0.6734839081764221]
