,treino,previsto
gamma1,[0.7929768725199526],[0.8674623966217041]
gamma2,[0.09412345622921847],[0.06823562830686569]
gamma3,[0.3034012626245255],[0.3147256374359131]
gamma4,[0.0906705374918394],[0.0821802169084549]
JXX,[-0.09524089298036276],[-0.0737575814127922]
JXY,[0.11954477216099191],[0.19137123227119446]
JXZ,[0.8484211680474587],[0.8815938830375671]
JYX,[-0.06869985980045334],[-0.20204155147075653]
JYY,[0.01568254612454223],[-0.006139989942312241]
JYZ,[0.1747696576997939],[0.24626637995243073]
JZX,[-0.6306793122902468],[-0.6050812005996704]
JZY,[0.023817278083611004],[-0.024433406069874763]
JZZ,[0.25976544043360383],[0.3875744640827179]
