,treino,previsto
gamma1,[0.5137132085026757],[0.5199181437492371]
gamma2,[0.989492910377551],[1.0018106698989868]
gamma3,[0.6935102614314381],[0.7064193487167358]
gamma4,[0.37842657112328093],[0.3597143590450287]
JXX,[-0.1829282414910125],[-0.1481071561574936]
JXY,[0.0839440182091924],[0.13599124550819397]
JXZ,[0.7240732329585464],[0.6949617266654968]
JYX,[-0.6466687116091123],[-0.7262799143791199]
JYY,[-0.5496809588437066],[-0.5188498497009277]
JYZ,[-0.9418054934637778],[-0.8834545016288757]
JZX,[-0.7666989331142724],[-0.7408168315887451]
JZY,[-0.9823887482258662],[-0.9947448968887329]
JZZ,[-0.6866193298332723],[-0.6705876588821411]
