,treino,previsto
gamma1,[0.18333476966499396],[0.2087474912405014]
gamma2,[0.9096814486371707],[0.8446325063705444]
gamma3,[0.4911694960396128],[0.5028086304664612]
gamma4,[0.0713372135887923],[0.07222411036491394]
JXX,[0.2969944399577662],[0.3581007719039917]
JXY,[0.40273908193734953],[0.410579115152359]
JXZ,[0.9140940053161357],[0.9645904302597046]
JYX,[-0.6071937818236794],[-0.5705745220184326]
JYY,[-0.8692615292310002],[-0.8272280693054199]
JYZ,[0.6485148599678836],[0.7130027413368225]
JZX,[-0.3338666967613588],[-0.37735259532928467]
JZY,[-0.25525056072843344],[-0.25172775983810425]
JZZ,[0.6297316462233915],[0.6696937680244446]
