,treino,previsto
gamma1,[0.733744889835985],[0.7050474882125854]
gamma2,[0.6304437186278283],[0.5946253538131714]
gamma3,[0.5042791382906525],[0.5070291757583618]
gamma4,[0.8557982138654457],[0.8165698647499084]
JXX,[-0.8662320473144967],[-0.8106202483177185]
JXY,[-0.17351436714348134],[-0.18178428709506989]
JXZ,[-0.7789905321077226],[-0.761929452419281]
JYX,[0.504222922837068],[0.5081647634506226]
JYY,[0.0225702197513038],[0.06701495498418808]
JYZ,[-0.9006520110389387],[-0.8354976177215576]
JZX,[-0.9103850311286859],[-0.9228199124336243]
JZY,[0.4718687724460289],[0.4854036867618561]
JZZ,[-0.6913005045828078],[-0.6844925880432129]
