,treino,previsto
gamma1,[0.6282076485972601],[0.6138032078742981]
gamma2,[0.8425333257485345],[0.8426610231399536]
gamma3,[0.6111943800752222],[0.623722493648529]
gamma4,[0.222472203237136],[0.2172418087720871]
JXX,[-0.10972154968635439],[-0.09549102187156677]
JXY,[-0.4118230353222292],[-0.414019912481308]
JXZ,[0.8188577481051011],[0.7899568676948547]
JYX,[-0.031387304368323043],[-0.030360493808984756]
JYY,[-0.8259080739809848],[-0.8049927949905396]
JYZ,[0.4999159288187607],[0.5055931806564331]
JZX,[-0.849123527714404],[-0.8661168813705444]
JZY,[-0.5949888037030053],[-0.6061985492706299]
JZZ,[-0.8521523054463589],[-0.8767642378807068]
