,treino,previsto
gamma1,[0.8146899866097305],[0.8320130109786987]
gamma2,[0.29400468375380795],[0.3347022831439972]
gamma3,[0.8827730256872423],[0.9181445837020874]
gamma4,[0.07371467624776351],[0.02291657216846943]
JXX,[-0.5802975109269655],[-0.6255155205726624]
JXY,[-0.2292041774699194],[-0.12941083312034607]
JXZ,[-0.6098793712177752],[-0.6115049123764038]
JYX,[-0.208798665868833],[-0.3246324360370636]
JYY,[0.12536156185456337],[0.09883864223957062]
JYZ,[0.29162154792135575],[0.31504401564598083]
JZX,[-0.49062788968221094],[-0.5368236303329468]
JZY,[-0.28781508340846984],[-0.2915782928466797]
JZZ,[-0.6434039479658533],[-0.6925808787345886]
