,treino,previsto
gamma1,[0.8736083929044367],[0.8501714468002319]
gamma2,[0.1075195632359407],[0.12008906155824661]
gamma3,[0.6493164540857067],[0.6326816082000732]
gamma4,[0.2180493456293846],[0.21820403635501862]
JXX,[0.0963156568326593],[0.07647319883108139]
JXY,[-0.7362170732482487],[-0.7221916913986206]
JXZ,[0.4230936845360489],[0.4108826220035553]
JYX,[-0.39549988816436876],[-0.3721960186958313]
JYY,[0.8766505495505419],[0.8561660051345825]
JYZ,[-0.6145633054693405],[-0.6097921133041382]
JZX,[0.5239700143912078],[0.5166575908660889]
JZY,[-0.6687169051968782],[-0.6700929403305054]
JZZ,[0.9321742923082421],[0.929767906665802]
