,treino,previsto
gamma1,[0.9611529205785535],[0.7506296634674072]
gamma2,[0.9852826642769212],[0.8532008528709412]
gamma3,[0.17169147629264714],[0.08457759767770767]
gamma4,[0.12275766603831817],[0.1441284865140915]
JXX,[0.8559831317553486],[0.8452489376068115]
JXY,[-0.6539462199039121],[-0.5560460090637207]
JXZ,[0.9412578465756445],[0.7484357953071594]
JYX,[-0.5237824485830533],[-0.4800357520580292]
JYY,[-0.07049588397328099],[0.03059360198676586]
JYZ,[0.7955231915539118],[0.7911288738250732]
JZX,[-0.28845257802171864],[-0.06332270056009293]
JZY,[0.016102540300439783],[0.10686688870191574]
JZZ,[-0.676948428038167],[-0.6646369695663452]
