,treino,previsto
gamma1,[0.966730948165597],[0.9002796411514282]
gamma2,[0.8038946734021046],[0.5544607043266296]
gamma3,[0.41903060141150406],[0.38450074195861816]
gamma4,[0.8718372477591566],[0.7755102515220642]
JXX,[0.16151432986791336],[0.14870195090770721]
JXY,[-0.5885520020378399],[-0.7050741314888]
JXZ,[0.28393873546227],[0.19054847955703735]
JYX,[0.8929708779032515],[0.8202716708183289]
JYY,[-0.9175870687900451],[-0.7766465544700623]
JYZ,[-0.10120076827109403],[-0.12822644412517548]
JZX,[-0.2931088962646198],[-0.32027468085289]
JZY,[-0.4241611986546143],[-0.4527205228805542]
JZZ,[0.7538488993092554],[0.7951321601867676]
