,treino,previsto
gamma1,[0.3841711045442975],[0.3786666691303253]
gamma2,[0.7463951961663844],[0.6430348753929138]
gamma3,[0.252383767513222],[0.1794992983341217]
gamma4,[0.5016026705680338],[0.5451787114143372]
JXX,[0.0439678194249864],[-0.13996386528015137]
JXY,[0.6133815542373582],[0.7672941088676453]
JXZ,[0.9209895486477535],[1.0234031677246094]
JYX,[-0.420749244471069],[-0.5561301112174988]
JYY,[0.5322148755959053],[0.11130304634571075]
JYZ,[0.4084397336868253],[0.3253255784511566]
JZX,[0.3227661144476608],[0.22125543653964996]
JZY,[-0.7796759021655764],[-0.6892833709716797]
JZZ,[-0.9461264424189464],[-1.1953498125076294]
