,treino,previsto
gamma1,[0.10245584696998078],[0.09937850385904312]
gamma2,[0.26380664067454207],[0.2812211811542511]
gamma3,[0.9655730932373155],[0.937766432762146]
gamma4,[0.48155277761710846],[0.45955801010131836]
JXX,[-0.2963074883442347],[-0.2888822555541992]
JXY,[-0.13962750801980395],[-0.12575089931488037]
JXZ,[-0.0926582728208516],[-0.1016506627202034]
JYX,[-0.31306051824349357],[-0.32293421030044556]
JYY,[0.024888729848817848],[0.022357435896992683]
JYZ,[-0.21516919708905635],[-0.21915028989315033]
JZX,[-0.9181825549143148],[-0.8850733637809753]
JZY,[-0.16293478520770655],[-0.14160612225532532]
JZZ,[-0.9526802754794608],[-0.9394705891609192]
