,treino,previsto
gamma1,[0.23433096104669637],[0.1148851290345192]
gamma2,[0.9956448355104628],[0.2951953113079071]
gamma3,[0.47026350752244794],[0.21479949355125427]
gamma4,[0.8364614512743888],[0.3228989243507385]
JXX,[-0.5240707458162173],[-0.20702362060546875]
JXY,[0.08845845059190371],[0.3369210958480835]
JXZ,[-0.2600896669038415],[-0.04023632034659386]
JYX,[0.20784007719238895],[-0.25710833072662354]
JYY,[0.25144060821610803],[0.08548077195882797]
JYZ,[-0.8689422815203738],[-0.3675016164779663]
JZX,[-0.9736640168902517],[-0.36984655261039734]
JZY,[0.67493816419292],[0.3042561113834381]
JZZ,[-0.4812919713439847],[-0.48282793164253235]
