,treino,previsto
gamma1,[0.6014570387277332],[0.5489779710769653]
gamma2,[0.558190047753348],[0.5070270895957947]
gamma3,[0.661321085872001],[0.5870641469955444]
gamma4,[0.145302794710103],[0.11193187534809113]
JXX,[-0.05085864262290385],[-0.07791256904602051]
JXY,[0.31494500531451064],[0.3353027403354645]
JXZ,[0.3328209422496762],[0.30955037474632263]
JYX,[-0.7147992941492645],[-0.7102404236793518]
JYY,[-0.9782791138198641],[-0.9334404468536377]
JYZ,[-0.25049101587327116],[-0.22669121623039246]
JZX,[-0.4519037210433372],[-0.37434816360473633]
JZY,[0.6206961044701675],[0.5435767769813538]
JZZ,[0.3811853060773691],[0.4304310083389282]
