,treino,previsto
gamma1,[0.9611529205785535],[0.7913612127304077]
gamma2,[0.9852826642769212],[0.8942038416862488]
gamma3,[0.17169147629264714],[0.10172199457883835]
gamma4,[0.12275766603831817],[0.14104776084423065]
JXX,[0.8559831317553486],[0.8513317108154297]
JXY,[-0.6539462199039121],[-0.5788038372993469]
JXZ,[0.9412578465756445],[0.7909253835678101]
JYX,[-0.5237824485830533],[-0.4924381673336029]
JYY,[-0.07049588397328099],[0.009096723049879074]
JYZ,[0.7955231915539118],[0.7963312268257141]
JZX,[-0.28845257802171864],[-0.10342180728912354]
JZY,[0.016102540300439783],[0.08369851857423782]
JZZ,[-0.676948428038167],[-0.667946457862854]
