,treino,previsto
gamma1,[0.32777281162209315],[0.3382429778575897]
gamma2,[0.24999667668640035],[0.27583950757980347]
gamma3,[0.9528169091459117],[0.9780458807945251]
gamma4,[0.9965569925394552],[0.9759505391120911]
JXX,[0.142805189379827],[0.09179800003767014]
JXY,[-0.14222189064977075],[-0.18897634744644165]
JXZ,[0.15618260226894076],[0.2459799200296402]
JYX,[-0.5878035357209965],[-0.5728437900543213]
JYY,[0.6266425027146401],[0.5807892680168152]
JYZ,[0.647177745066891],[0.6617843508720398]
JZX,[0.30694506780235153],[0.2918010652065277]
JZY,[-0.6795408869623607],[-0.7001140713691711]
JZZ,[0.04133871927984911],[-0.017659181728959084]
