,treino,previsto
gamma1,[0.8736083929044367],[0.7950652837753296]
gamma2,[0.1075195632359407],[0.14591580629348755]
gamma3,[0.6493164540857067],[0.5927507877349854]
gamma4,[0.2180493456293846],[0.2123517394065857]
JXX,[0.0963156568326593],[0.051232315599918365]
JXY,[-0.7362170732482487],[-0.6890313625335693]
JXZ,[0.4230936845360489],[0.3807990550994873]
JYX,[-0.39549988816436876],[-0.3171655237674713]
JYY,[0.8766505495505419],[0.822189211845398]
JYZ,[-0.6145633054693405],[-0.5996508002281189]
JZX,[0.5239700143912078],[0.5008307695388794]
JZY,[-0.6687169051968782],[-0.6684419512748718]
JZZ,[0.9321742923082421],[0.9380375146865845]
