,treino,previsto
gamma1,[0.06769746793327747],[0.07508480548858643]
gamma2,[0.6432199124652143],[0.6961959600448608]
gamma3,[0.992596950931832],[1.004192590713501]
gamma4,[0.2072168217777952],[0.1501723676919937]
JXX,[0.9318383760498881],[0.9295580387115479]
JXY,[0.11951182799780913],[0.19282884895801544]
JXZ,[-0.05265622357871269],[0.029036983847618103]
JYX,[0.046558950858430315],[-0.046037398278713226]
JYY,[0.5353201261569036],[0.5674112439155579]
JYZ,[0.9772120554889443],[1.168505311012268]
JZX,[-0.1588688834408547],[-0.06707221269607544]
JZY,[-0.5381276295407358],[-0.5332531929016113]
JZZ,[-0.2506249305871704],[-0.17449913918972015]
