,treino,previsto
gamma1,[0.25380093529249415],[0.24784114956855774]
gamma2,[0.691880100354552],[0.6842948198318481]
gamma3,[0.3244381436862491],[0.3202786445617676]
gamma4,[0.6748205703679084],[0.6454932689666748]
JXX,[-0.6374702733335573],[-0.6154465079307556]
JXY,[0.3228610969904888],[0.33920010924339294]
JXZ,[-0.3308805936649999],[-0.3642110824584961]
JYX,[-0.6041207916749591],[-0.6321175694465637]
JYY,[-0.02096932190376899],[-0.025233451277017593]
JYZ,[-0.01193064178564951],[-0.0034097700845450163]
JZX,[-0.04045491970371362],[-0.0761076807975769]
JZY,[-0.08333777059837977],[-0.07842313498258591]
JZZ,[-0.47093939488950465],[-0.509535551071167]
