,treino,previsto
gamma1,[0.6068017336408379],[0.5937563180923462]
gamma2,[0.5812040171120031],[0.5333335995674133]
gamma3,[0.15838287025480557],[0.18698260188102722]
gamma4,[0.43066964029126864],[0.4511694014072418]
JXX,[0.9120685437784988],[0.8866878747940063]
JXY,[0.8956549741186988],[0.8750087022781372]
JXZ,[-0.8868972645463826],[-0.8283803462982178]
JYX,[-0.8302560096821567],[-0.8070645928382874]
JYY,[0.6709977562588991],[0.6379314661026001]
JYZ,[0.4719399781370466],[0.4753990173339844]
JZX,[0.3394608028804418],[0.38708582520484924]
JZY,[-0.3837270848217116],[-0.4153294265270233]
JZZ,[0.21188833135692486],[0.2076159119606018]
