,treino,previsto
gamma1,[0.8150630762603065],[0.7886964678764343]
gamma2,[0.3681203650383047],[0.3212261199951172]
gamma3,[0.07083953646328556],[0.07478079944849014]
gamma4,[0.43788188302104547],[0.4568198621273041]
JXX,[-0.6109255041336379],[-0.6262692213058472]
JXY,[0.6121546029321616],[0.5294421911239624]
JXZ,[-0.25588029746786645],[-0.27834612131118774]
JYX,[0.6840539845332714],[0.6075899600982666]
JYY,[0.5925904370985218],[0.6061829924583435]
JYZ,[0.1486956182422896],[0.06623540073633194]
JZX,[0.11579696496935821],[0.14042674005031586]
JZY,[-0.9168161896383005],[-0.8427295088768005]
JZZ,[0.7764692864270932],[0.8428616523742676]
