,treino,previsto
gamma1,[0.4407622204637107],[0.4150467813014984]
gamma2,[0.028632026370586927],[0.01817486807703972]
gamma3,[0.8961816708493071],[0.8710927367210388]
gamma4,[0.12987407341084578],[0.10951922088861465]
JXX,[-0.08278658122587723],[-0.023692483082413673]
JXY,[0.75573580747802],[0.7239066362380981]
JXZ,[-0.936307039182035],[-1.073152780532837]
JYX,[-0.43514770769241484],[-0.3766663074493408]
JYY,[0.9235823398396055],[0.9763712882995605]
JYZ,[0.32863746890923196],[0.36014318466186523]
JZX,[-0.7432552611528482],[-0.7773227691650391]
JZY,[-0.3032215345335192],[-0.2210892289876938]
JZZ,[0.7594986370688406],[0.7952897548675537]
