,treino,previsto
gamma1,[0.938376856028435],[0.8859087228775024]
gamma2,[0.48927495777210683],[0.5659390091896057]
gamma3,[0.4216392913626552],[0.4400012493133545]
gamma4,[0.6132160618037519],[0.4973185956478119]
JXX,[-0.19204385011266734],[-0.5217872262001038]
JXY,[-0.5998491108501092],[-0.4948107600212097]
JXZ,[-0.6423953588267755],[-0.6022921204566956]
JYX,[-0.5031373629980624],[-0.5528520345687866]
JYY,[0.5197548730161559],[0.2422502487897873]
JYZ,[-0.4976979832495598],[-0.42829418182373047]
JZX,[-0.23386483593564344],[-0.12809711694717407]
JZY,[0.3686172768546372],[0.17881928384304047]
JZZ,[0.07725826039666361],[-0.07433126121759415]
