,treino,previsto
gamma1,[0.25380093529249415],[0.2538059651851654]
gamma2,[0.691880100354552],[0.6918728351593018]
gamma3,[0.3244381436862491],[0.32442837953567505]
gamma4,[0.6748205703679084],[0.6748179793357849]
JXX,[-0.6374702733335573],[-0.6374712586402893]
JXY,[0.3228610969904888],[0.322853147983551]
JXZ,[-0.3308805936649999],[-0.33087241649627686]
JYX,[-0.6041207916749591],[-0.6040894985198975]
JYY,[-0.02096932190376899],[-0.020978175103664398]
JYZ,[-0.01193064178564951],[-0.011923092417418957]
JZX,[-0.04045491970371362],[-0.04047338292002678]
JZY,[-0.08333777059837977],[-0.08336953818798065]
JZZ,[-0.47093939488950465],[-0.47097742557525635]
