,treino,previsto
gamma1,[0.733744889835985],[0.5704478621482849]
gamma2,[0.6304437186278283],[0.4148935079574585]
gamma3,[0.5042791382906525],[0.4527132511138916]
gamma4,[0.8557982138654457],[0.6108105182647705]
JXX,[-0.8662320473144967],[-0.5326139330863953]
JXY,[-0.17351436714348134],[-0.2079876959323883]
JXZ,[-0.7789905321077226],[-0.6578097343444824]
JYX,[0.504222922837068],[0.5049619078636169]
JYY,[0.0225702197513038],[0.19834508001804352]
JYZ,[-0.9006520110389387],[-0.5663988590240479]
JZX,[-0.9103850311286859],[-0.8523340821266174]
JZY,[0.4718687724460289],[0.46533292531967163]
JZZ,[-0.6913005045828078],[-0.5745757222175598]
