,treino,previsto
gamma1,[0.9291994556782153],[0.9289613962173462]
gamma2,[0.27411222199274377],[0.27412962913513184]
gamma3,[0.3666218132183866],[0.36658114194869995]
gamma4,[0.7173445069748815],[0.7172222137451172]
JXX,[0.09738921128764444],[0.09742651134729385]
JXY,[0.5010819007713414],[0.5009526014328003]
JXZ,[0.49461345881920815],[0.4944903254508972]
JYX,[0.7300902479000198],[0.7300212383270264]
JYY,[-0.42818641019276615],[-0.4281425178050995]
JYZ,[0.9311449267290317],[0.9309839010238647]
JZX,[0.13348005804138263],[0.133528470993042]
JZY,[0.4947781939171796],[0.4945501387119293]
JZZ,[0.5097966322719836],[0.509798526763916]
