,treino,previsto
gamma1,[0.8288422184314298],[0.8286027908325195]
gamma2,[0.567045513075952],[0.5669868588447571]
gamma3,[0.8306131699639854],[0.8304689526557922]
gamma4,[0.3211950552460766],[0.3211636543273926]
JXX,[0.36848190482414656],[0.36850714683532715]
JXY,[-0.8083253830463917],[-0.8081842660903931]
JXZ,[-0.6661703874666143],[-0.6660234332084656]
JYX,[0.21024771548237609],[0.21038807928562164]
JYY,[-0.34392793595973714],[-0.34367233514785767]
JYZ,[0.8292446415583807],[0.8291033506393433]
JZX,[0.5761022388154311],[0.5758907198905945]
JZY,[0.7293919108689626],[0.7294692993164062]
JZZ,[-0.17093465529655072],[-0.1707545816898346]
