,treino,previsto
gamma1,[0.6489745531369242],[0.6490629315376282]
gamma2,[0.9009004917506227],[0.9488241076469421]
gamma3,[0.11320596465314436],[0.10679685324430466]
gamma4,[0.46906904778216374],[0.4379909932613373]
JXX,[0.24580338977940386],[0.25520089268684387]
JXY,[0.4835739785214588],[0.47193002700805664]
JXZ,[0.5903871311313933],[0.626129686832428]
JYX,[0.8849005675541006],[0.8714993000030518]
JYY,[0.4797971494798614],[0.48675575852394104]
JYZ,[0.844649993330834],[0.8695076704025269]
JZX,[-0.9419895434327705],[-0.9329776167869568]
JZY,[-0.0687546912437893],[-0.06467276066541672]
JZZ,[0.8867134339966274],[0.9047929048538208]
