,treino,previsto
gamma1,[0.4323888389514402],[0.4506925344467163]
gamma2,[0.3723746808209262],[0.37123435735702515]
gamma3,[0.852288633190853],[0.8437259793281555]
gamma4,[0.5469839042910056],[0.5752695798873901]
JXX,[-0.9228963213252399],[-0.9141806960105896]
JXY,[0.3924486452741056],[0.35241541266441345]
JXZ,[-0.712133557209278],[-0.7376599311828613]
JYX,[-0.0749354903418249],[-0.10890701413154602]
JYY,[0.34329352823553405],[0.3977431058883667]
JYZ,[0.5859025433105887],[0.5427107214927673]
JZX,[-0.09362154306757531],[-0.10740532726049423]
JZY,[-0.0034555404038976167],[-0.0076219020411372185]
JZZ,[-0.9616857839513044],[-0.9698551297187805]
