,treino,previsto
gamma1,[0.4323888389514402],[0.46193927526474]
gamma2,[0.3723746808209262],[0.3537062406539917]
gamma3,[0.852288633190853],[0.8143600225448608]
gamma4,[0.5469839042910056],[0.5793132781982422]
JXX,[-0.9228963213252399],[-0.8725342154502869]
JXY,[0.3924486452741056],[0.305072158575058]
JXZ,[-0.712133557209278],[-0.7528124451637268]
JYX,[-0.0749354903418249],[-0.13937094807624817]
JYY,[0.34329352823553405],[0.43880343437194824]
JYZ,[0.5859025433105887],[0.5082873702049255]
JZX,[-0.09362154306757531],[-0.1230713278055191]
JZY,[-0.0034555404038976167],[-0.009075158275663853]
JZZ,[-0.9616857839513044],[-0.988577663898468]
