,treino,previsto
gamma1,[0.07199025068740816],[0.08847526460886002]
gamma2,[0.560915428900259],[0.5632879734039307]
gamma3,[0.26404199895882374],[0.2669602334499359]
gamma4,[0.6556721737484312],[0.6313666701316833]
JXX,[-0.170512001382642],[-0.1525539606809616]
JXY,[-0.424599654760373],[-0.40680208802223206]
JXZ,[0.6894246819607532],[0.7578446269035339]
JYX,[-0.11245795401256231],[-0.20233266055583954]
JYY,[0.05745311741676429],[-0.059999849647283554]
JYZ,[0.10251839349884273],[-0.0562690906226635]
JZX,[-0.3221938636021444],[-0.3752284646034241]
JZY,[0.2789912288854657],[0.25636687874794006]
JZZ,[0.8000753853551041],[0.7730753421783447]
