,treino,previsto
gamma1,[0.10245584696998078],[0.09305468201637268]
gamma2,[0.26380664067454207],[0.30933117866516113]
gamma3,[0.9655730932373155],[0.8749099969863892]
gamma4,[0.48155277761710846],[0.4093365967273712]
JXX,[-0.2963074883442347],[-0.2721167504787445]
JXY,[-0.13962750801980395],[-0.09532863646745682]
JXZ,[-0.0926582728208516],[-0.11854131519794464]
JYX,[-0.31306051824349357],[-0.34183090925216675]
JYY,[0.024888729848817848],[0.017139848321676254]
JYZ,[-0.21516919708905635],[-0.2316620647907257]
JZX,[-0.9181825549143148],[-0.810983419418335]
JZY,[-0.16293478520770655],[-0.09552697092294693]
JZZ,[-0.9526802754794608],[-0.9121204614639282]
