,treino,previsto
gamma1,[0.260437193601329],[0.2578655481338501]
gamma2,[0.32736701494461073],[0.32916635274887085]
gamma3,[0.26791084434471324],[0.26653796434402466]
gamma4,[0.10764393786564574],[0.10478638857603073]
JXX,[0.3542516536005407],[0.3720863163471222]
JXY,[0.5698227121742216],[0.57353276014328]
JXZ,[0.04093231440616307],[0.06047024950385094]
JYX,[0.022983404986520295],[0.02165452018380165]
JYY,[-0.21293067414807032],[-0.2098449170589447]
JYZ,[0.993633874195798],[0.9905643463134766]
JZX,[-0.42127010845085855],[-0.4183342158794403]
JZY,[-0.7034804136306108],[-0.6902642846107483]
JZZ,[-0.47784285086888345],[-0.47214511036872864]
