,treino,previsto
gamma1,[0.2669633158304182],[0.26559728384017944]
gamma2,[0.3294786484694515],[0.3285594582557678]
gamma3,[0.7265968271185355],[0.7121299505233765]
gamma4,[0.47305066131356854],[0.4648660123348236]
JXX,[0.2789473894406407],[0.27133074402809143]
JXY,[-0.14195803173618882],[-0.1394229233264923]
JXZ,[0.44859764131257807],[0.47988221049308777]
JYX,[-0.8675370608806985],[-0.8364654779434204]
JYY,[0.39572582339265283],[0.3896251618862152]
JYZ,[-0.25013652378796336],[-0.2583352029323578]
JZX,[0.2160727927839059],[0.22544722259044647]
JZY,[-0.6598174185959966],[-0.6519420146942139]
JZZ,[-0.31086587417068134],[-0.294638454914093]
