,treino,previsto
gamma1,[0.6306505848550839],[0.5983371734619141]
gamma2,[0.5006197765650313],[0.4869703948497772]
gamma3,[0.8511188349123333],[0.7739441990852356]
gamma4,[0.028351246084461268],[0.027801180258393288]
JXX,[0.598230738233454],[0.5016193389892578]
JXY,[-0.34818771187492725],[-0.2916015684604645]
JXZ,[-0.5190129698346531],[-0.5755640268325806]
JYX,[0.6451117387363627],[0.5920982360839844]
JYY,[-0.7698749260257931],[-0.8008854985237122]
JYZ,[-0.047526449664778925],[-0.09090761840343475]
JZX,[0.11578945815114117],[0.1331709623336792]
JZY,[0.22266613301352445],[0.1512618511915207]
JZZ,[-0.7090570694820459],[-0.7583910226821899]
