,treino,previsto
gamma1,[0.9291994556782153],[0.8677250742912292]
gamma2,[0.27411222199274377],[0.2332276850938797]
gamma3,[0.3666218132183866],[0.3608655035495758]
gamma4,[0.7173445069748815],[0.7040808796882629]
JXX,[0.09738921128764444],[0.04442214220762253]
JXY,[0.5010819007713414],[0.5376927852630615]
JXZ,[0.49461345881920815],[0.5145652294158936]
JYX,[0.7300902479000198],[0.6898176670074463]
JYY,[-0.42818641019276615],[-0.46379798650741577]
JYZ,[0.9311449267290317],[0.8550986051559448]
JZX,[0.13348005804138263],[0.08642981201410294]
JZY,[0.4947781939171796],[0.5262541770935059]
JZZ,[0.5097966322719836],[0.4544958770275116]
