,treino,previsto
gamma1,[0.2360563634962105],[0.22919219732284546]
gamma2,[0.0031806306102971638],[0.03660894185304642]
gamma3,[0.3710466916321078],[0.3365270495414734]
gamma4,[0.5853624971821242],[0.4575718343257904]
JXX,[-0.6701010403336041],[-0.6445485949516296]
JXY,[0.3795338484351347],[0.4259728789329529]
JXZ,[0.26999988080944126],[0.2825239896774292]
JYX,[-0.04179905588509758],[-0.07429840415716171]
JYY,[-0.5679713042121943],[-0.556786060333252]
JYZ,[0.5852667164004928],[0.5648190975189209]
JZX,[0.6157086039068553],[0.49216312170028687]
JZY,[0.02491247927518625],[0.021177470684051514]
JZZ,[0.010168306940023353],[-0.036152184009552]
