,treino,previsto
gamma1,[0.25510242142972195],[0.25627514719963074]
gamma2,[0.779815799401953],[0.7969433069229126]
gamma3,[0.0254093514055741],[0.019049951806664467]
gamma4,[0.35218703417241026],[0.3251133859157562]
JXX,[-0.4403690528540243],[-0.43879202008247375]
JXY,[0.0042808872494692896],[0.008049177005887032]
JXZ,[0.12829563294553736],[0.13837593793869019]
JYX,[-0.07807628366854513],[-0.06941986083984375]
JYY,[0.1734731208329543],[0.1428740918636322]
JYZ,[-0.02553243332706523],[-0.031587377190589905]
JZX,[0.03579855711022262],[0.0704432800412178]
JZY,[-0.5955356590317753],[-0.574645459651947]
JZZ,[-0.7792109396740667],[-0.7968382239341736]
