,treino,previsto
gamma1,[0.019670627013046116],[-0.005747990217059851]
gamma2,[0.7356439915697156],[0.6716977953910828]
gamma3,[0.5167042010454891],[0.5134124159812927]
gamma4,[0.604345615005703],[0.4132305681705475]
JXX,[-0.9148685728348462],[-0.8938327431678772]
JXY,[0.1793729008033076],[-0.020801076665520668]
JXZ,[-0.961378377305627],[-1.104702353477478]
JYX,[0.028252278584538937],[-0.10446348786354065]
JYY,[0.9532922726476154],[0.9304052591323853]
JYZ,[-0.4195063861588373],[-0.6666215062141418]
JZX,[0.9484396940028381],[0.8863804340362549]
JZY,[0.2720623438569263],[0.39477217197418213]
JZZ,[0.7679741736944607],[0.7030816078186035]
