,treino,previsto
gamma1,[0.18333476966499396],[0.19432835280895233]
gamma2,[0.9096814486371707],[0.9069883227348328]
gamma3,[0.4911694960396128],[0.5023468136787415]
gamma4,[0.0713372135887923],[0.07080625742673874]
JXX,[0.2969944399577662],[0.3336896300315857]
JXY,[0.40273908193734953],[0.413568913936615]
JXZ,[0.9140940053161357],[0.9352149367332458]
JYX,[-0.6071937818236794],[-0.5964890122413635]
JYY,[-0.8692615292310002],[-0.8595320582389832]
JYZ,[0.6485148599678836],[0.6766365170478821]
JZX,[-0.3338666967613588],[-0.35273051261901855]
JZY,[-0.25525056072843344],[-0.25609347224235535]
JZZ,[0.6297316462233915],[0.6492297053337097]
