,treino,previsto
gamma1,[0.4323888389514402],[0.4574562609195709]
gamma2,[0.3723746808209262],[0.3648354411125183]
gamma3,[0.852288633190853],[0.8315640687942505]
gamma4,[0.5469839042910056],[0.5798961520195007]
JXX,[-0.9228963213252399],[-0.8981001973152161]
JXY,[0.3924486452741056],[0.32937538623809814]
JXZ,[-0.712133557209278],[-0.7472807168960571]
JYX,[-0.0749354903418249],[-0.12478039413690567]
JYY,[0.34329352823553405],[0.4198906719684601]
JYZ,[0.5859025433105887],[0.5250241160392761]
JZX,[-0.09362154306757531],[-0.11464980989694595]
JZY,[-0.0034555404038976167],[-0.008688223548233509]
JZZ,[-0.9616857839513044],[-0.9782073497772217]
