,treino,previsto
gamma1,[0.6171172778569672],[0.6289721727371216]
gamma2,[0.5033938387110474],[0.4819156527519226]
gamma3,[0.9661979651974597],[0.9284699559211731]
gamma4,[0.5282662248683354],[0.587099015712738]
JXX,[0.1406568462737463],[0.16134105622768402]
JXY,[0.2644659911575571],[0.2850516140460968]
JXZ,[0.634007719766547],[0.5973843932151794]
JYX,[-0.44541829110731035],[-0.46774810552597046]
JYY,[0.30371993601715563],[0.34589725732803345]
JYZ,[0.7816219111185623],[0.7893608808517456]
JZX,[0.8176570464277362],[0.842059850692749]
JZY,[-0.626974881004831],[-0.6413673758506775]
JZZ,[0.30345421888232527],[0.32535532116889954]
