,treino,previsto
gamma1,[0.6813356007212419],[0.7325803637504578]
gamma2,[0.07656360097525783],[0.08839071542024612]
gamma3,[0.8604384375404843],[0.8799408078193665]
gamma4,[0.46768415435630595],[0.43258875608444214]
JXX,[-0.837818670752231],[-0.891787588596344]
JXY,[0.2136055782918591],[0.19986926019191742]
JXZ,[0.9954557010352247],[1.046427607536316]
JYX,[-0.7188265123325341],[-0.6981248259544373]
JYY,[0.704572082529658],[0.6346372961997986]
JYZ,[-0.7008545123478973],[-0.6896113753318787]
JZX,[-0.16795724132015688],[-0.1610705405473709]
JZY,[0.7918128551580439],[0.7526842951774597]
JZZ,[-0.40060849944206534],[-0.340775728225708]
